NAME:CrosstabEditorPanel void addSelectedElement(ReportElement el): add (V)  | selected (NM) element (N) 
NAME:CrosstabEditorPanel void addSelectedElement(ReportElement el, boolean fireEvent): add (V)  | selected (NM) element (N) 
NAME:CrosstabEditorPanel void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabEditorPanel void copyStyle(): copy (V)  | style (N) 
NAME:CrosstabEditorPanel void deleteSelectedElements(): delete (V)  | selected (NM) elements (N) 
NAME:CrosstabEditorPanel void dragEnter(DropTargetDragEvent dtde): drag (V)  | enter (N) 
NAME:CrosstabEditorPanel void dragExit(DropTargetEvent dte): drag (V)  | exit (N) 
NAME:CrosstabEditorPanel void editCell(CrosstabCell editCell): edit (V)  | cell (N) 
NAME:CrosstabEditorPanel void fireSelectionChangedEvent(): fire (V)  | selection (NM) changed (NM) event (N) 
NAME:CrosstabEditorPanel void formKeyTyped(KeyEvent evt): form (V)  | key (NM) typed (N) 
NAME:CrosstabEditorPanel void initComponents(): init (V)  | components (N) 
NAME:CrosstabEditorPanel void jMenuItemCellPropertiesActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) cell (NM) properties (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabEditorPanel void jMenuItemCrosstabPropertiesActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) crosstab (NM) properties (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabEditorPanel void jMenuItemPasteActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) paste (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabEditorPanel void paintDocument(Graphics2D g2): paint (V)  | document (N) 
NAME:CrosstabEditorPanel void pasteStyle(): paste (V)  | style (N) 
NAME:CrosstabEditorPanel void removeSubElements(ReportElement parentElement, DeleteElementsOperation undoOp, Vector deletedElements): remove (V)  | sub (NM) elements (N) 
NAME:CrosstabEditorPanel void setColumns(List columns): set (V)  | columns (N) 
NAME:CrosstabEditorPanel void setDefaultCellMode(boolean defaultCellMode): set (V)  | default (NM) cell (NM) mode (N) 
NAME:CrosstabEditorPanel void setEditor(CrosstabEditor editor): set (V)  | editor (N) 
NAME:CrosstabEditorPanel void setNewObjectType(int newObjectType): set (V)  | new (NM) object (NM) type (N) 
NAME:CrosstabEditorPanel void setOpenedNodesDocumentStructure(List openedNodesDocumentStructure): set (V)  | opened (NM) nodes (NM) document (NM) structure (N) 
NAME:CrosstabEditorPanel void setParentReportFrame(JReportFrame parentReportFrame): set (V)  | parent (NM) report (NM) frame (N) 
NAME:CrosstabEditorPanel void setRows(List rows): set (V)  | rows (N) 
NAME:CrosstabEditorPanel void setSelectedElement(ReportElement e): set (V)  | selected (NM) element (N) 
NAME:CrosstabEditorPanel void setSelectedElement(ReportElement el, boolean fireEvent): set (V)  | selected (NM) element (N) 
NAME:CrosstabEditorPanel void setSelectedElements(Vector selectedElements): set (V)  | selected (NM) elements (N) 
NAME:CrosstabEditorPanel void setZoomFactor(double zoomFactor): set (V)  | zoom (NM) factor (N) 
NAME:CrosstabEditorPanel void updateGrid(): update (V)  | grid (N) 
NAME:CrosstabEditorPanel void updateSize(): update (V)  | size (N) 
NAME:CrosstabEditorPanel void validateSelection(): validate (V)  | selection (N) 
NAME:CrosstabGroup CrosstabCell getHeaderCell(): get (V)  | header (NM) cell (N) 
NAME:CrosstabGroup CrosstabCell getTotalCell(): get (V)  | total (NM) cell (N) 
NAME:CrosstabGroup String getBucketComparatorExpression(): get (V)  | bucket (NM) comparator (NM) expression (N) 
NAME:CrosstabGroup String getBucketExpression(): get (V)  | bucket (NM) expression (N) 
NAME:CrosstabGroup String getBucketExpressionClass(): get (V)  | bucket (NM) expression (NM) class (N) 
NAME:CrosstabGroup String getBucketOrder(): get (V)  | bucket (NM) order (N) 
NAME:CrosstabGroup String getHeaderPosition(): get (V)  | header (NM) position (N) 
NAME:CrosstabGroup String getName(): get (V)  | name (N) 
NAME:CrosstabGroup String getTotalPosition(): get (V)  | total (NM) position (N) 
NAME:CrosstabGroup int getSize(): get (V)  | size (N) 
NAME:CrosstabGroup void setBucketComparatorExpression(String bucketComparatorExpression): set (V)  | bucket (NM) comparator (NM) expression (N) 
NAME:CrosstabGroup void setBucketExpression(String bucketExpression): set (V)  | bucket (NM) expression (N) 
NAME:CrosstabGroup void setBucketExpressionClass(String bucketExpressionClass): set (V)  | bucket (NM) expression (NM) class (N) 
NAME:CrosstabGroup void setBucketOrder(String bucketOrder): set (V)  | bucket (NM) order (N) 
NAME:CrosstabGroup void setHasHeader(boolean hasHeader): set (V)  | has (NM) header (N) 
NAME:CrosstabGroup void setHasTotal(boolean hasTotal): set (V)  | has (NM) total (N) 
NAME:CrosstabGroup void setHeaderCell(CrosstabCell headerCell): set (V)  | header (NM) cell (N) 
NAME:CrosstabGroup void setHeaderPosition(String headerPosition): set (V)  | header (NM) position (N) 
NAME:CrosstabGroup void setName(String name): set (V)  | name (N) 
NAME:CrosstabGroup void setSize(int size): set (V)  | size (N) 
NAME:CrosstabGroup void setTotalCell(CrosstabCell totalCell): set (V)  | total (NM) cell (N) 
NAME:CrosstabGroup void setTotalPosition(String totalPosition): set (V)  | total (NM) position (N) 
NAME:CrosstabGroupDialog CrosstabGroup getGroup(): get (V)  | group (N) 
NAME:CrosstabGroupDialog int getDialogResult(): get (V)  | dialog (NM) result (N) 
NAME:CrosstabGroupDialog int getGroupType(): get (V)  | group (NM) type (N) 
NAME:CrosstabGroupDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabGroupDialog void closeDialog(WindowEvent evt): close (V)  | dialog (N) 
NAME:CrosstabGroupDialog void initAll(int groupType): init (V)  | all (DT) 
NAME:CrosstabGroupDialog void initComponents(): init (V)  | components (N) 
NAME:CrosstabGroupDialog void setDialogResult(int dialogResult): set (V)  | dialog (NM) result (N) 
NAME:CrosstabGroupDialog void setExpressionContext(SubDataset sds): set (V)  | expression (NM) context (N) 
NAME:CrosstabGroupDialog void setFocusedExpression(int expID): set (V)  | focused (NM) expression (N) 
NAME:CrosstabGroupDialog void setGroup(CrosstabGroup group): set (V)  | group (N) 
NAME:CrosstabGroupDialog void setGroupType(int groupType): set (V)  | group (NM) type (N) 
NAME:CrosstabLayoutChangedEvent CrosstabReportElement getCrosstabReportElement(): get (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabLayoutChangedEvent Object getSource(): get (V)  | source (N) 
NAME:CrosstabLayoutChangedEvent void setCrosstabReportElement(CrosstabReportElement crosstabReportElement): set (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabLayoutChangedEvent void setSource(Object source): set (V)  | source (N) 
NAME:CrosstabMeasuresView CrosstabReportElement getCrosstabReportElement(): get (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabMeasuresView void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabMeasuresView void initComponents(): init (V)  | components (N) 
NAME:CrosstabMeasuresView void jMenuItemEditActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) edit (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabMeasuresView void jPopupMenuMeasuresPopupMenuWillBecomeVisible(PopupMenuEvent evt): j (V)  | popup (NM) menu (NM) measures (NM) popup (NM) menu (NM) will (NM) become (NM) visible (N) 
NAME:CrosstabMeasuresView void setCrosstabReportElement(CrosstabReportElement crosstabReportElement): set (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabParameter CrosstabParameter cloneMe(): clone (V)  | me (N) 
NAME:CrosstabParameter String getClassType(): get (V)  | class (NM) type (N) 
NAME:CrosstabParameter String getName(): get (V)  | name (N) 
NAME:CrosstabParameter String getParameterValueExpression(): get (V)  | parameter (NM) value (NM) expression (N) 
NAME:CrosstabParameter void setClassType(String classType): set (V)  | class (NM) type (N) 
NAME:CrosstabParameter void setName(String name): set (V)  | name (N) 
NAME:CrosstabParameter void setParameterValueExpression(String parameterValueExpression): set (V)  | parameter (NM) value (NM) expression (N) 
NAME:CrosstabParameterDialog CrosstabParameter getParameter(): get (V)  | parameter (N) 
NAME:CrosstabParameterDialog int getDialogResult(): get (V)  | dialog (NM) result (N) 
NAME:CrosstabParameterDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabParameterDialog void closeDialog(WindowEvent evt): close (V)  | dialog (N) 
NAME:CrosstabParameterDialog void initAll(): init (V)  | all (DT) 
NAME:CrosstabParameterDialog void initComponents(): init (V)  | components (N) 
NAME:CrosstabParameterDialog void setClassTypes(): set (V)  | class (NM) types (N) 
NAME:CrosstabParameterDialog void setDialogResult(int dialogResult): set (V)  | dialog (NM) result (N) 
NAME:CrosstabParameterDialog void setFocusedExpression(int expID): set (V)  | focused (NM) expression (N) 
NAME:CrosstabParameterDialog void setParameter(CrosstabParameter tmpParameter): set (V)  | parameter (N) 
NAME:CrosstabParameterDialog void setSubDataset(SubDataset subDataset): set (V)  | sub (NM) dataset (N) 
NAME:CrosstabPropertiesDialog CrosstabReportElement getCurrentCrosstabReportElement(): get (V)  | current (NM) crosstab (NM) report (NM) element (N) 
NAME:CrosstabPropertiesDialog int getDialogResult(): get (V)  | dialog (NM) result (N) 
NAME:CrosstabPropertiesDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabPropertiesDialog void initAll(): init (V)  | all (DT) 
NAME:CrosstabPropertiesDialog void initComponents(): init (V)  | components (N) 
NAME:CrosstabPropertiesDialog void loadDataset(): load (V)  | dataset (N) 
NAME:CrosstabPropertiesDialog void notifyChange(): notify (V)  | change (N) 
NAME:CrosstabPropertiesDialog void openColumnBucket(int index, int expId): open (V)  | column (NM) bucket (N) 
NAME:CrosstabPropertiesDialog void openExtraWindows(): open (V)  | extra (NM) windows (N) 
NAME:CrosstabPropertiesDialog void openMeasure(int index, int expId): open (V)  | measure (N) 
NAME:CrosstabPropertiesDialog void openRowBucket(int index, int expId): open (V)  | row (NM) bucket (N) 
NAME:CrosstabPropertiesDialog void setCurrentCrosstabReportElement(CrosstabReportElement currentCrosstabReportElement): set (V)  | current (NM) crosstab (NM) report (NM) element (N) 
NAME:CrosstabPropertiesDialog void setDialogResult(int dialogResult): set (V)  | dialog (NM) result (N) 
NAME:CrosstabPropertiesDialog void setFocusedExpression(Object expressionInfo): set (V)  | focused (NM) expression (N) 
NAME:CrosstabPropertiesDialog void setInit(boolean init): set (V)  | init (N) 
NAME:CrosstabPropertiesDialog void updateGroups(): update (V)  | groups (N) 
NAME:CrosstabPropertiesDialog void updateSubDatasets(): update (V)  | sub (NM) datasets (N) 
NAME:CrosstabReportElement Dataset getDataset(): get (V)  | dataset (N) 
NAME:CrosstabReportElement Report getReport(): get (V)  | report (N) 
NAME:CrosstabReportElement ReportElement cloneMe(): clone (V)  | me (N) 
NAME:CrosstabReportElement String getParametersMapExpression(): get (V)  | parameters (NM) map (NM) expression (N) 
NAME:CrosstabReportElement String getRunDirection(): get (V)  | run (NM) direction (N) 
NAME:CrosstabReportElement Vector getCells(): get (V)  | cells (N) 
NAME:CrosstabReportElement Vector getColumnGroups(): get (V)  | column (NM) groups (N) 
NAME:CrosstabReportElement Vector getCrosstabParameters(): get (V)  | crosstab (NM) parameters (N) 
NAME:CrosstabReportElement Vector getElements(): get (V)  | elements (N) 
NAME:CrosstabReportElement Vector getMeasures(): get (V)  | measures (N) 
NAME:CrosstabReportElement Vector getRowGroups(): get (V)  | row (NM) groups (N) 
NAME:CrosstabReportElement int getColumnBreakOffset(): get (V)  | column (NM) break (NM) offset (N) 
NAME:CrosstabReportElement void addCrosstabLayoutChangedListener(CrosstabLayoutChangedListener listener): add (V)  | crosstab (NM) layout (NM) changed (NM) listener (N) 
NAME:CrosstabReportElement void addGroup(CrosstabColumnGroup group): add (V)  | group (N) 
NAME:CrosstabReportElement void addGroup(CrosstabRowGroup group): add (V)  | group (N) 
NAME:CrosstabReportElement void addMeasure(Measure measure): add (V)  | measure (N) 
NAME:CrosstabReportElement void copyBaseReportElement(ReportElement destination, ReportElement source): copy (V)  | base (NM) report (NM) element (N) 
NAME:CrosstabReportElement void drawGraphicsElement(Graphics2D g, double zoom_factor, int x_shift_origin, int y_shift_origin): draw (V)  | graphics (NM) element (N) 
NAME:CrosstabReportElement void drawObject(Graphics2D g, double zoom_factor, int x_shift_origin, int y_shift_origin): draw (V)  | object (N) 
NAME:CrosstabReportElement void modifyGroup(String oldGroupName, CrosstabColumnGroup group): modify (V)  | group (N) 
NAME:CrosstabReportElement void modifyGroup(String oldGroupName, CrosstabRowGroup group): modify (V)  | group (N) 
NAME:CrosstabReportElement void notifyChange(): notify (V)  | change (N) 
NAME:CrosstabReportElement void removeCrosstabLayoutChangedListener(CrosstabLayoutChangedListener listener): remove (V)  | crosstab (NM) layout (NM) changed (NM) listener (N) 
NAME:CrosstabReportElement void removeGroup(CrosstabGroup group): remove (V)  | group (N) 
NAME:CrosstabReportElement void removeGroups(Collection groups): remove (V)  | groups (N) 
NAME:CrosstabReportElement void removeMeasure(Measure measure): remove (V)  | measure (N) 
NAME:CrosstabReportElement void setCells(Vector cells): set (V)  | cells (N) 
NAME:CrosstabReportElement void setColumnBreakOffset(int columnBreakOffset): set (V)  | column (NM) break (NM) offset (N) 
NAME:CrosstabReportElement void setColumnGroups(Vector columnGroups): set (V)  | column (NM) groups (N) 
NAME:CrosstabReportElement void setDataset(Dataset dataset): set (V)  | dataset (N) 
NAME:CrosstabReportElement void setElements(Vector elements): set (V)  | elements (N) 
NAME:CrosstabReportElement void setMeasures(Vector measures): set (V)  | measures (N) 
NAME:CrosstabReportElement void setParametersMapExpression(String parametersMapExpression): set (V)  | parameters (NM) map (NM) expression (N) 
NAME:CrosstabReportElement void setRepeatColumnHeaders(boolean repeatColumnHeaders): set (V)  | repeat (NM) column (NM) headers (N) 
NAME:CrosstabReportElement void setRepeatRowHeaders(boolean repeatRowHeaders): set (V)  | repeat (NM) row (NM) headers (N) 
NAME:CrosstabReportElement void setReport(Report report): set (V)  | report (N) 
NAME:CrosstabReportElement void setRowGroups(Vector rowGroups): set (V)  | row (NM) groups (N) 
NAME:CrosstabReportElement void setRunDirection(String runDirection): set (V)  | run (NM) direction (N) 
NAME:CrosstabReportElement void setUseDataset(boolean useDataset): set (V)  | use (NM) dataset (N) 
NAME:CrosstabReportElementWrapper CrosstabReportElement getCrosstabReportElement(): get (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabReportElementWrapper void setCrosstabReportElement(CrosstabReportElement crosstabReportElement): set (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabRowDraggedOperation CrosstabEditorPanel getEditor(): get (V)  | editor (N) 
NAME:CrosstabRowDraggedOperation CrosstabReportElement getCrosstabElement(): get (V)  | crosstab (NM) element (N) 
NAME:CrosstabRowDraggedOperation int getDelta(): get (V)  | delta (N) 
NAME:CrosstabRowDraggedOperation int getDraggedLineIndex(): get (V)  | dragged (NM) line (NM) index (N) 
NAME:CrosstabRowDraggedOperation void setCrosstabElement(CrosstabReportElement crosstabElement): set (V)  | crosstab (NM) element (N) 
NAME:CrosstabRowDraggedOperation void setDelta(int delta): set (V)  | delta (N) 
NAME:CrosstabRowDraggedOperation void setDraggedLineIndex(int draggedLineIndex): set (V)  | dragged (NM) line (NM) index (N) 
NAME:CrosstabRowDraggedOperation void setEditor(CrosstabEditorPanel editor): set (V)  | editor (N) 
NAME:CrosstabRowGroup int getWidth(): get (V)  | width (N) 
NAME:CrosstabRowGroup void setWidth(int width): set (V)  | width (N) 
NAME:CrosstabStructurePanel CrosstabReportElement getCrosstabReportElement(): get (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabStructurePanel DocumentStructureTreeNode findElementTreeNode(ReportElement re, boolean searchInYourCellOnly): find (V)  | element (NM) tree (NM) node (N) 
NAME:CrosstabStructurePanel void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabStructurePanel void expandPath(DocumentStructureTreeNode node): expand (V)  | path (N) 
NAME:CrosstabStructurePanel void initComponents(): init (V)  | components (N) 
NAME:CrosstabStructurePanel void jMenuItemDSB_crosstabPropertiesjMenuItemDSB_propertiesActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) DSB (NM) crosstab (NM) propertiesj (NM) menu (NM) item (NM) DSB (NM) properties (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabStructurePanel void jMenuItemDSB_propertiesActionPerformed1(ActionEvent evt): j (V)  | menu (NM) item (NM) DSB (NM) properties (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabStructurePanel void printSelectedPaths(String prefix): print (V)  | selected (NM) paths (N) 
NAME:CrosstabStructurePanel void saveSelection(): save (V)  | selection (N) 
NAME:CrosstabStructurePanel void setCrosstabReportElement(CrosstabReportElement crosstabReportElement): set (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabStructurePanel void setDontHandleEvent(boolean dontHandleEvent): set (V)  | dont (NM) handle (NM) event (N) 
NAME:CrosstabStructurePanel void setPasteEnebled(boolean enabled): set (V)  | paste (NM) enebled (N) 
NAME:CrosstabStructurePanel void updateDocumentStructureTree(JReportFrame jrf, CrosstabReportElement crosstabReportElement): update (V)  | document (NM) structure (NM) tree (N) 
NAME:CrosstabWizardDialog CrosstabReportElement getCrosstabReportElement(): get (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabWizardDialog Report getReport(): get (V)  | report (N) 
NAME:CrosstabWizardDialog String getGroupMeasureName(String baseName, int add): get (V)  | group (NM) measure (NM) name (N) 
NAME:CrosstabWizardDialog SubDataset getCrosstabSubDataset(): get (V)  | crosstab (NM) sub (NM) dataset (N) 
NAME:CrosstabWizardDialog Vector getStepsPanels(): get (V)  | steps (NM) panels (N) 
NAME:CrosstabWizardDialog int getCurrentStep(): get (V)  | current (NM) step (N) 
NAME:CrosstabWizardDialog int getDialogResult(): get (V)  | dialog (NM) result (N) 
NAME:CrosstabWizardDialog void addTextfieldElement(CrosstabCell cell, String expression, String expressionClass): add (V)  | textfield (NM) element (N) 
NAME:CrosstabWizardDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CrosstabWizardDialog void applyStandardBlackBox(CrosstabCell cell): apply (V)  | standard (NM) black (NM) box (N) 
NAME:CrosstabWizardDialog void initComponents(): init (V)  | components (N) 
NAME:CrosstabWizardDialog void jComboBoxDetailFieldActionPerformed1(ActionEvent evt): j (V)  | combo (NM) box (NM) detail (NM) field (NM) action (NM) performed (N) 1 (D) 
NAME:CrosstabWizardDialog void setCrosstabReportElement(CrosstabReportElement crosstabReportElement): set (V)  | crosstab (NM) report (NM) element (N) 
NAME:CrosstabWizardDialog void setCrosstabSubDataset(SubDataset crosstabSubDataset): set (V)  | crosstab (NM) sub (NM) dataset (N) 
NAME:CrosstabWizardDialog void setCurrentStep(int currentStep): set (V)  | current (NM) step (N) 
NAME:CrosstabWizardDialog void setCurrentStepLabel(int step): set (V)  | current (NM) step (NM) label (N) 
NAME:CrosstabWizardDialog void setDialogResult(int dialogResult): set (V)  | dialog (NM) result (N) 
NAME:CrosstabWizardDialog void setReport(Report report): set (V)  | report (N) 
NAME:CrosstabWizardDialog void setStepsPanels(Vector stepsPanels): set (V)  | steps (NM) panels (N) 
NAME:CrosstabWizardDialog void updateButtons(): update (V)  | buttons (N) 
NAME:CustomColumnControlButton void resetOrder(): reset (V)  | order (N) 
NAME:CustomExpressionsDialog Vector getExpressions(): get (V)  | expressions (N) 
NAME:CustomExpressionsDialog int getDialogResult(): get (V)  | dialog (NM) result (N) 
NAME:CustomExpressionsDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:CustomExpressionsDialog void initComponents(): init (V)  | components (N) 
NAME:CustomExpressionsDialog void jButtonAddActionPerformed1(ActionEvent evt): j (V)  | button (NM) add (NM) action (NM) performed (N) 1 (D) 
NAME:CustomExpressionsDialog void setDialogResult(int dialogResult): set (V)  | dialog (NM) result (N) 
NAME:CustomExpressionsDialog void setExpressions(Vector cp): set (V)  | expressions (N) 
NAME:CustomHTTPAuthenticator PasswordAuthentication getPasswordAuthentication(): get (V)  | password (NM) authentication (N) 
NAME:CustomHTTPAuthenticator String getPassword(): get (V)  | password (N) 
NAME:CustomHTTPAuthenticator String getUsername(): get (V)  | username (N) 
NAME:CustomHTTPAuthenticator void setPassword(String password): set (V)  | password (N) 
NAME:CustomHTTPAuthenticator void setUsername(String username): set (V)  | username (N) 
NAME:DSListener void dragDropEnd(DragSourceDropEvent e): drag (V)  | drop (NM) end (N) 
NAME:DSListener void dragDropEnd(DragSourceDropEvent e): drag (V)  | drop (NM) end (N) 
NAME:DSListener void dragEnter(DragSourceDragEvent e): drag (V)  | enter (N) 
NAME:DSListener void dragEnter(DragSourceDragEvent e): drag (V)  | enter (N) 
NAME:DSListener void dragExit(DragSourceEvent e): drag (V)  | exit (N) 
NAME:DSListener void dragExit(DragSourceEvent e): drag (V)  | exit (N) 
NAME:DTListener void dragEnter(DropTargetDragEvent e): drag (V)  | enter (N) 
NAME:DTListener void dragEnter(DropTargetDragEvent e): drag (V)  | enter (N) 
NAME:DTListener void dragExit(DropTargetEvent e): drag (V)  | exit (N) 
NAME:DTListener void dragExit(DropTargetEvent e): drag (V)  | exit (N) 
NAME:DataRange DataRange cloneMe(): clone (V)  | me (N) 
NAME:DataRange String getHighExpression(): get (V)  | high (NM) expression (N) 
NAME:DataRange String getLowExpression(): get (V)  | low (NM) expression (N) 
NAME:DataRange void setHighExpression(String highExpression): set (V)  | high (NM) expression (N) 
NAME:DataRange void setLowExpression(String lowExpression): set (V)  | low (NM) expression (N) 
NAME:Dataset Dataset cloneMe(): clone (V)  | me (N) 
NAME:Dataset String getConnectionExpression(): get (V)  | connection (NM) expression (N) 
NAME:Dataset String getDataSourceExpression(): get (V)  | data (NM) source (NM) expression (N) 
NAME:Dataset String getIncrementGroup(): get (V)  | increment (NM) group (N) 
NAME:Dataset String getIncrementType(): get (V)  | increment (NM) type (N) 
NAME:Dataset String getIncrementWhenExpression(): get (V)  | increment (NM) when (NM) expression (N) 
NAME:Dataset String getParametersMapExpression(): get (V)  | parameters (NM) map (NM) expression (N) 
NAME:Dataset String getResetGroup(): get (V)  | reset (NM) group (N) 
NAME:Dataset String getResetType(): get (V)  | reset (NM) type (N) 
NAME:Dataset SubDataset getSubDataset(): get (V)  | sub (NM) dataset (N) 
NAME:Dataset Vector getSubreportParameters(): get (V)  | subreport (NM) parameters (N) 
NAME:Dataset void copyBaseDataset(Dataset ds): copy (V)  | base (NM) dataset (N) 
NAME:Dataset void setConnectionExpression(String connectionExpression): set (V)  | connection (NM) expression (N) 
NAME:Dataset void setDataSourceExpression(String dataSourceExpression): set (V)  | data (NM) source (NM) expression (N) 
NAME:Dataset void setIncrementGroup(String incrementGroup): set (V)  | increment (NM) group (N) 
NAME:Dataset void setIncrementType(String incrementType): set (V)  | increment (NM) type (N) 
NAME:Dataset void setIncrementWhenExpression(String incrementWhenExpression): set (V)  | increment (NM) when (NM) expression (N) 
NAME:Dataset void setParametersMapExpression(String parametersMapExpression): set (V)  | parameters (NM) map (NM) expression (N) 
NAME:Dataset void setResetGroup(String resetGroup): set (V)  | reset (NM) group (N) 
NAME:Dataset void setResetType(String resetType): set (V)  | reset (NM) type (N) 
NAME:Dataset void setSubDataset(SubDataset subDataset): set (V)  | sub (NM) dataset (N) 
NAME:Dataset void setSubreportParameters(Vector subreportParameters): set (V)  | subreport (NM) parameters (N) 
NAME:Dataset void setUseConnection(boolean useConnection): set (V)  | use (NM) connection (N) 
NAME:DatasetPropertiesDialog SubDataset getDataset(): get (V)  | dataset (N) 
NAME:DatasetPropertiesDialog void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:DatasetPropertiesDialog void closeDialog(WindowEvent evt): close (V)  | dialog (N) 
NAME:DatasetPropertiesDialog void initAll(): init (V)  | all (DT) 
NAME:DatasetPropertiesDialog void initComponents(): init (V)  | components (N) 
NAME:DatasetPropertiesDialog void setDataset(SubDataset dataset): set (V)  | dataset (N) 
NAME:DatasetPropertiesDialog void setVisible(boolean visible): set (V)  | visible (N) 
NAME:DatasetPropertiesDialog void updateProperties(): update (V)  | properties (N) 
NAME:DateObject ImageIcon getIcon(): get (V)  | icon (N) 
NAME:DateObject String getName(): get (V)  | name (N) 
NAME:DefaultChartFactory static DefaultCategoryDataset getSampleCategoryDataset(): get (V)  | sample (NM) category (NM) dataset (N) 
NAME:DefaultChartFactory static Image drawChart(String parameters, IReportScriptlet scriptlet): draw (V)  | chart (N) 
NAME:DefaultChartFactory static Properties parseProperties(String properties): parse (V)  | properties (N) 
NAME:DefaultChartFactory static void setChartProperties(Properties props, JFreeChart chart): set (V)  | chart (NM) properties (N) 
NAME:DefaultInputHandler static KeyStroke parseKeyStroke(String keyStroke): parse (V)  | key (NM) stroke (N) 
NAME:DefaultInputHandler void addDefaultKeyBindings(): add (V)  | default (NM) key (NM) bindings (N) 
NAME:DefaultInputHandler void removeAllKeyBindings(): remove (V)  | all (DT) key (NM) bindings (N) 
NAME:DeleteElementsOperation Vector getElements(): get (V)  | elements (N) 
NAME:DeleteElementsOperation void addElement(ReportElement element, int position): add (V)  | element (N) 
NAME:DeleteElementsOperation void setElements(Vector elements): set (V)  | elements (N) 
NAME:DesignVerifyerThread JReportFrame getJReportFrame(): get (V)  | J (NM) report (NM) frame (N) 
NAME:DesignVerifyerThread void setJReportFrame(JReportFrame jReportFrame): set (V)  | J (NM) report (NM) frame (N) 
NAME:DesignVerifyerThread void setStop(boolean stop): set (V)  | stop (N) 
NAME:DesignVerifyerThread void verifyDesign(): verify (V)  | design (N) 
NAME:DockingContainer Component addComponents(int pos): add (V)  | components (N) 
NAME:DockingContainer JButton createButton(PanelView pv): create (V)  | button (N) 
NAME:DockingContainer PanelView getPanelView(Component c): get (V)  | panel (NM) view (N) 
NAME:DockingContainer Vector getPanelViews(): get (V)  | panel (NM) views (N) 
NAME:DockingContainer int getOldWidth(): get (V)  | old (NM) width (N) 
NAME:DockingContainer int getPanelCount(int position): get (V)  | panel (NM) count (N) 
NAME:DockingContainer int getPosition(): get (V)  | position (N) 
NAME:DockingContainer int getPreferredDividerLocation(): get (V)  | preferred (NM) divider (NM) location (N) 
NAME:DockingContainer void addPanel(String name, Component component, boolean closable): add (V)  | panel (N) 
NAME:DockingContainer void applyI18n(): apply (V)  | I (NM) 18 (D) n (N) 
NAME:DockingContainer void downPosition(int minimumPosition): down (V)  | position (N) 
NAME:DockingContainer void initComponents(): init (V)  | components (N) 
NAME:DockingContainer void insertPanel(int position, String name, Component component, boolean closable): insert (V)  | panel (N) 
NAME:DockingContainer void insertPanel(int position, String name, Component component, int insertMode, boolean closable): insert (V)  | panel (N) 
NAME:DockingContainer void mergePosition(int newPosition): merge (V)  | position (N) 
NAME:DockingContainer void moveComponent(PanelView panelView, int newPosition): move (V)  | component (N) 
NAME:DockingContainer void moveComponent(PanelView panelView, int newPosition, int mode): move (V)  | component (N) 
NAME:DockingContainer void normalizePositions(): normalize (V)  | positions (N) 
NAME:DockingContainer void recreateAll(): recreate (V)  | all (DT) 
NAME:DockingContainer void removePanel(Component component): remove (V)  | panel (N) 
NAME:DockingContainer void setOldWidth(int oldWidth): set (V)  | old (NM) width (N) 
NAME:DockingContainer void setPanelViews(Vector panelViews): set (V)  | panel (NM) views (N) 
NAME:DockingContainer void setPosition(int position): set (V)  | position (N) 
NAME:DockingContainer void setPreferredDividerLocation(int preferredDividerLocation): set (V)  | preferred (NM) divider (NM) location (N) 
NAME:DockingContainer void setSelectedComponent(Component component): set (V)  | selected (NM) component (N) 
